submit_id,artist,title,curator,publication,offer_id,completion_date,accept_type,contribution,completion_url
94841,"Socially Acceptable","Great Riddance",Dulaxi,Dulaxi,2082859,"2024-07-28 19:26:11",Free,0.00,https://open.spotify.com/playlist/1kOznVxDM51egqGLyDrSuY
94841,"Socially Acceptable","Great Riddance",Alessandro,"European Indie Music Network",2082987,"2024-07-29 16:34:13",Free,0.00,https://www.dropbox.com/scl/fi/v5snj2ch9a6v3w7ukaqv9/Socially-Acceptable-Great-Riddance.jpg?rlkey=kszxb9ts6bumhcekgdvoqfs4a&amp;st=ufhmj4z2&amp;dl=0
94841,"Socially Acceptable","Great Riddance",Scott,"Cheers To The Vikings",2083741,"2024-08-12 01:30:51",Free,0.00,https://x.com/cheersvikings/status/1822807897287405895
94841,"Socially Acceptable","Great Riddance",extravafrench,Extravafrench,2084206,"2024-07-29 12:47:46",Free,0.00,https://open.spotify.com/playlist/25TXrQJPFNJQP09iFhHd08
94841,"Socially Acceptable","Great Riddance",violet,v:ølet,2084375,"2024-07-29 12:46:14",Free,0.00,https://open.spotify.com/playlist/2cUNK5ZR8YIhI38SXtaIyL
94841,"Socially Acceptable","Great Riddance",Tunesaround,tunesaround,2084465,"2024-07-31 08:50:37",Paid,5.95,https://www.tunesaround.com/post/socially-acceptable-unveil-great-riddance
94841,"Socially Acceptable","Great Riddance","Lane S.",RockCharts.News,2084486,"2024-07-29 12:52:15",Free,0.00,https://open.spotify.com/playlist/7DLjEJSnXbFPPeHGsgVzXi
94841,"Socially Acceptable","Great Riddance","Lane S.",IndieRock.News,2084487,"2024-07-29 12:51:41",Free,0.00,https://open.spotify.com/playlist/7ltx5lNfg8ntTij3JURvlv
94841,"Socially Acceptable","Great Riddance","Lane S.",PopHits.News,2084488,"2024-07-29 12:51:08",Free,0.00,https://open.spotify.com/playlist/2f8UBLhwWHxBZne1UBV0bW
94841,"Socially Acceptable","Great Riddance","Allen Peterson","ALLEN PETERSON REVIEWS",2084651,"2024-07-29 15:09:38",Free,0.00,https://open.spotify.com/playlist/3gO1C8Af5KS89nfQm7nM1r
94841,"Socially Acceptable","Great Riddance","Hany Nabil","Rock Era Magazine",2084719,"2024-08-27 11:16:40",Free,0.00,https://open.spotify.com/playlist/2CjV8PPvNmUL8CBTZYMxEP
94841,"Socially Acceptable","Great Riddance","George Skendros","Indiefferential Magazine",2084892,"2024-07-29 16:39:32",Free,0.00,https://open.spotify.com/playlist/6an6lqcIRe7x5IPUULpN7l
94841,"Socially Acceptable","Great Riddance","Lary Lima","Music For All",2085148,"2024-07-29 19:06:18",Free,0.00,https://open.spotify.com/playlist/57vSyy0t4s9MHNYFZEmsC6
94841,"Socially Acceptable","Great Riddance","Gleison Junior","Roadie Music",2085149,"2024-07-29 19:05:39",Free,0.00,https://open.spotify.com/playlist/7aLM6IhCrrQe3eYBzwkvwD
94841,"Socially Acceptable","Great Riddance","Victor Matheus",INDIEOCLOCK,2085472,"2024-07-29 19:04:04",Free,0.00,https://open.spotify.com/playlist/5eabjiwQXhihgN6X3xDhhT
94841,"Socially Acceptable","Great Riddance","TJPL Media Network","TJPL NEWS",2086078,"2024-07-29 23:16:16",Free,0.00,https://open.spotify.com/playlist/5bUDuWJc4uTuoaN04PGkhy
94841,"Socially Acceptable","Great Riddance",FVMusicBlog,FVMusicBlog,2086828,"2024-07-31 08:25:14",Free,0.00,https://x.com/FVMusicBlog/status/1818563110342414699
94841,"Socially Acceptable","Great Riddance",Sambhav,"Testing Melodies",2087123,"2024-07-30 13:51:36",Free,0.00,https://open.spotify.com/playlist/7bKrbL1i3aQScUSINZFW5c
94841,"Socially Acceptable","Great Riddance",iggymagazine,"IGGY MAGAZINE",2087134,"2024-08-10 10:56:20",Free,0.00,https://open.spotify.com/playlist/0wyV9awaAuCwDMPtFUvpOr
94841,"Socially Acceptable","Great Riddance","Os Garotos de Liverpool","Os Garotos de Liverpool",2090618,"2024-07-31 20:22:53",Free,0.00,https://open.spotify.com/playlist/64TQrc3JcYUZuvHhRVYRI7
94841,"Socially Acceptable","Great Riddance",jessicamarinho,HBN,2091542,"2024-08-01 02:11:23",Free,0.00,https://open.spotify.com/playlist/6k6gZdG3rCatlFCGhFtLf5
94841,"Socially Acceptable","Great Riddance",Miles,"The Cage, powered by Cage Riot",2091644,"2024-08-08 09:04:21",Free,0.00,https://www.instagram.com/stories/cageriot/3429713464061969654/
94841,"Socially Acceptable","Great Riddance",Miles,"The Cage, powered by Cage Riot",2091644,"2024-08-08 09:04:21",Free,0.00,https://www.cageriot.com
94841,"Socially Acceptable","Great Riddance","Mike Mineo","Obscure Sound",2091883,"2024-08-01 13:40:38",Free,0.00,https://open.spotify.com/playlist/54qVTEUA6XRpSEq85zwXUQ
94841,"Socially Acceptable","Great Riddance","Plastic Magazine","Plastic Magazine",2092250,"2024-08-13 18:39:01",Free,0.00,https://soundcloud.com/user-50423846/great-riddance-wav
94841,"Socially Acceptable","Great Riddance",Editor,"Return Of Rock",2092422,"2024-08-01 13:39:07",Free,0.00,https://open.spotify.com/playlist/2ftcLUA8vIGYB10GIciUUV
94841,"Socially Acceptable","Great Riddance",Vitali,"Indie Dock Music Blog",2095207,"2024-08-02 13:23:44",Free,0.00,https://open.spotify.com/playlist/2a38WzPCumUIO2Ak753X9n
94841,"Socially Acceptable","Great Riddance","Patrick Smith","Melody Lens Blog",2095478,"2024-08-02 13:24:27",Free,0.00,https://open.spotify.com/playlist/30ssHIDzJGehQ1LsoJTeNk
94841,"Socially Acceptable","Great Riddance",Pedro,Pigeon_opinion,2097934,"2024-08-03 15:49:58",Free,0.00,https://open.spotify.com/playlist/79LA21CTULnO2ygd6d9h8Z
94841,"Socially Acceptable","Great Riddance",Elisa,vanilla.scents3,2097987,"2024-08-03 15:48:36",Free,0.00,https://open.spotify.com/playlist/7KPesMJ2YFjVhJ2jm4ryIR
94841,"Socially Acceptable","Great Riddance","Relive Footy","Relive Footy",2109808,"2024-08-12 00:54:56",Free,0.00,https://open.spotify.com/playlist/1n0cGIA7IB7B77JTZ6JXNy
94841,"Socially Acceptable","Great Riddance",miguel,"Miguel Medrano",2116819,"2024-08-16 07:07:48",Free,0.00,https://www.instagram.com/stories/stfumigoo2acc/3435731059330121053?utm_source=ig_story_item_share&amp;igsh=endsYXFoeHc1aXls
94841,"Socially Acceptable","Great Riddance",Matthew,Huskyshome,2118034,"2024-08-12 00:51:51",Free,0.00,https://open.spotify.com/playlist/1PX8BaNPTlOtH26FYfxKHJ
