submit_id,artist,title,curator,publication,offer_id,completion_date,accept_type,contribution,completion_url
112233,"Socially Acceptable",SH2BA,Esther,"Zillions Magazine",3781016,"2026-03-10 16:08:16",Free,0.00,https://open.spotify.com/playlist/5NSEDLrj3g5tvVlWOYv046
112233,"Socially Acceptable",SH2BA,Tigran,"Apricot Magazine",3782884,"2026-03-11 16:41:25",Free,0.00,https://open.spotify.com/playlist/4gpBdWWEBO9w2mCEzxMSBT
112233,"Socially Acceptable",SH2BA,"Os Garotos de Liverpool","Os Garotos de Liverpool",3783114,"2026-03-11 16:41:11",Free,0.00,https://open.spotify.com/playlist/64TQrc3JcYUZuvHhRVYRI7
112233,"Socially Acceptable",SH2BA,Pedro,Pigeon_opinion,3783622,"2026-03-11 16:41:00",Free,0.00,https://open.spotify.com/playlist/79LA21CTULnO2ygd6d9h8Z
112233,"Socially Acceptable",SH2BA,"Plastic Magazine","Plastic Magazine",3787255,"2026-03-18 09:10:03",Free,0.00,https://soundcloud.com/user-50423846/astronaut-wav
112233,"Socially Acceptable",SH2BA,Editor,"Mystic Sons",3788632,"2026-03-12 13:23:06",Free,0.00,https://open.spotify.com/playlist/5D8o0O8Cd93kEdY8IF3Pcm
112233,"Socially Acceptable",SH2BA,Editor,"The Indie Grid",3788633,"2026-03-12 13:22:46",Free,0.00,https://open.spotify.com/playlist/59tgWThdW6zUK570G66SAF
112233,"Socially Acceptable",SH2BA,Editor,Flex,3788635,"2026-03-12 13:22:36",Free,0.00,https://open.spotify.com/playlist/4Dj31alkAATJWMCkTuBp5f
112233,"Socially Acceptable",SH2BA,Editor,"No Transmission",3788636,"2026-03-12 13:22:25",Free,0.00,https://open.spotify.com/playlist/05zVpYMZIj7AFWUVWI5WJL
112233,"Socially Acceptable",SH2BA,Carter,INFOMUSIC,3789189,"2026-03-16 18:51:56",Free,0.00,https://www.instagram.com/p/DV9L4ZxiDxq/?utm_source=ig_web_copy_link&amp;igsh=MzRlODBiNWFlZA==
112233,"Socially Acceptable",SH2BA,Marco,Obliq____,3792210,"2026-03-13 19:37:54",Free,0.00,https://open.spotify.com/playlist/19q2Ryu5oIi5xDLCmx0erx
112233,"Socially Acceptable",SH2BA,"Music Promoters","Music Promoters",3793778,"2026-03-16 17:55:39",Free,0.00,https://www.instagram.com/stories/darkmode.rave/3854049241660777804?utm_source=ig_story_item_share&amp;igsh=eTk5Z3BncG1ybXpz
112233,"Socially Acceptable",SH2BA,"Ana Laura Alvarado","Amplead Music",3797791,"2026-03-18 22:20:19",Free,0.00,https://open.spotify.com/playlist/5apa6JomI3bCIavqD6LIor
112233,"Socially Acceptable",SH2BA,"Music Promoters","Music Promoters",3800064,"2026-03-19 11:21:22",Free,0.00,https://www.instagram.com/stories/darkmode.rave/3855882316052734125?utm_source=ig_story_item_share&amp;igsh=ZnN6enBpOGlvbTBx
112233,"Socially Acceptable",SH2BA,Matthew,Huskyshome,3801657,"2026-03-18 22:20:03",Free,0.00,https://open.spotify.com/playlist/1PX8BaNPTlOtH26FYfxKHJ
112233,"Socially Acceptable",SH2BA,Marco,_artdesignworld_,3801853,"2026-03-18 22:19:48",Free,0.00,https://open.spotify.com/playlist/4YLap4Mh9ZmTk9T1QDBWx5
112233,"Socially Acceptable",SH2BA,"Mike Mineo","Obscure Sound",3804246,"2026-03-18 22:19:39",Free,0.00,https://open.spotify.com/playlist/54qVTEUA6XRpSEq85zwXUQ
112233,"Socially Acceptable",SH2BA,"Aaron Dan","End Sessions",3807452,"2026-03-18 22:19:25",Free,0.00,https://open.spotify.com/playlist/4fIJBqRVOZVCScRbOQhBhq
